Round,Subset,0,1,2,3,4,5,6,7,8,9
25,2,0.002,0.998,0.001,0.002,0.002,0.002,0.0,0.002,0.002,0.0
25,3,0.014,0.162,0.994,0.001,0.0,0.001,0.0,0.0,0.024,0.033
25,4,0.002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5,0.032,0.005,0.0,0.0,0.993,0.0,0.001,0.0,0.093,0.0
25,6,0.01,0.003,0.0,0.0,0.0,0.998,0.0,0.0,0.096,0.001
25,7,0.319,0.003,0.002,0.0,0.0,0.003,0.998,0.001,0.022,0.001
25,8,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.013,0.0
25,9,0.094,0.17,0.301,0.159,0.054,0.202,0.411,0.375,0.992,0.177
25,10,0.323,0.033,0.156,0.311,0.289,0.313,0.23,0.318,0.28,0.983
25,Aggregated,0.365,0.307,0.234,0.361,0.242,0.369,0.465,0.492,0.815,0.848
26,1,0.992,0.001,0.004,0.001,0.001,0.005,0.0,0.0,0.003,0.02
26,2,0.077,0.962,0.0,0.007,0.022,0.056,0.0,0.018,0.0,0.02
26,3,0.018,0.023,0.992,0.003,0.0,0.002,0.001,0.044,0.066,0.03
26,4,0.131,0.128,0.002,0.9,0.027,0.021,0.059,0.028,0.0,0.117
26,5,0.0,0.009,0.0,0.0,0.999,0.004,0.0,0.0,0.006,0.004
26,6,0.111,0.007,0.0,0.0,0.0,0.999,0.0,0.0,0.076,0.055
26,7,0.097,0.003,0.0,0.0,0.0,0.0,1.0,0.0,0.095,0.001
26,8,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.999,0.003,0.0
26,9,0.054,0.141,0.251,0.147,0.212,0.476,0.47,0.284,0.986,0.222
26,10,0.23,0.019,0.197,0.271,0.397,0.163,0.445,0.325,0.345,0.977
26,Aggregated,0.237,0.24,0.214,0.246,0.361,0.364,0.662,0.478,0.838,0.848
27,1,0.998,0.0,0.0,0.011,0.003,0.003,0.019,0.002,0.0,0.0
27,2,0.027,1.0,0.029,0.001,0.005,0.004,0.023,0.006,0.015,0.0
27,3,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.001,0.002
27,4,0.065,0.102,0.003,0.995,0.0,0.0,0.0,0.001,0.254,0.021
27,5,0.025,0.044,0.002,0.009,0.984,0.007,0.023,0.023,0.038,0.047
27,6,0.008,0.002,0.003,0.0,0.0,0.995,0.0,0.0,0.04,0.018
27,7,0.256,0.059,0.01,0.003,0.0,0.016,0.992,0.016,0.217,0.134
27,8,0.029,0.008,0.0,0.001,0.0,0.0,0.0,0.998,0.023,0.0
27,9,0.092,0.235,0.176,0.192,0.295,0.327,0.355,0.52,0.986,0.229
27,10,0.303,0.031,0.089,0.094,0.35,0.324,0.258,0.341,0.227,0.994
