Round,Subset,0,1,2,3,4,5,6,7,8,9
1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Aggregated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892,0.488
2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,1.0,0.0
2,10,0.047,0.0,0.0,0.0,0.007,0.02,0.0,0.0,0.0,1.0
2,Aggregated,0.029,0.0,0.0,0.0,0.023,0.025,0.048,0.004,0.779,0.657
3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.001,1.0,0.0
3,10,0.0,0.0,0.0,0.01,0.0,0.001,0.0,0.0,0.0,1.0
3,Aggregated,0.0,0.0,0.0,0.077,0.0,0.003,0.122,0.061,0.701,0.737
4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.068,0.014
4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022,0.0
4,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002,0.0
4,7,0.072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003,0.0
4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0
4,9,0.0,0.0,0.0,0.0,0.008,0.003,0.165,0.016,1.0,0.0
4,10,0.14,0.0,0.0,0.022,0.01,0.024,0.028,0.006,0.0,1.0
4,Aggregated,0.206,0.0,0.002,0.019,0.026,0.1,0.408,0.115,0.708,0.722
5,1,1.0,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.0,0.0
5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005,0.0
5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007,0.001
5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0
5,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.152,0.0
5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.006,0.0
5,9,0.0,0.0,0.15,0.008,0.038,0.017,0.17,0.045,0.999,0.0
5,10,0.199,0.0,0.013,0.023,0.012,0.03,0.001,0.005,0.0,0.999
5,Aggregated,0.26,0.0,0.122,0.06,0.062,0.057,0.38,0.142,0.639,0.805
6,1,1.0,0.0,0.0,0.0,0.0,0.002,0.011,0.0,0.0,0.0
6,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.021,0.0
6,5,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.18,0.0
6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005,0.006
6,7,0.147,0.001,0.0,0.0,0.0,0.0,0.997,0.0,0.313,0.018
6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.158,0.0
6,9,0.0,0.0,0.031,0.007,0.036,0.051,0.289,0.056,0.999,0.0
6,10,0.15,0.0,0.05,0.001,0.048,0.066,0.013,0.032,0.0,1.0
6,Aggregated,0.257,0.0,0.073,0.025,0.069,0.173,0.45,0.21,0.84,0.62
7,1,1.0,0.0,0.0,0.0,0.003,0.0,0.005,0.0,0.0,0.0
7,2,0.0,1.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0
7,3,0.002,0.014,1.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0
7,4,0.075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.056,0.0
7,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.021,0.0
7,6,0.013,0.005,0.0,0.0,0.0,0.999,0.0,0.0,0.21,0.004
7,7,0.261,0.021,0.0,0.0,0.0,0.0,0.998,0.0,0.301,0.025
7,8,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.999,0.233,0.0
7,9,0.0,0.0,0.014,0.051,0.019,0.017,0.55,0.187,0.996,0.0
7,10,0.284,0.0,0.157,0.006,0.117,0.122,0.014,0.033,0.0,0.997
7,Aggregated,0.208,0.0,0.114,0.105,0.077,0.137,0.532,0.235,0.677,0.865
8,1,0.998,0.001,0.0,0.0,0.0,0.018,0.104,0.0,0.0,0.0
8,2,0.0,1.0,0.001,0.001,0.014,0.0,0.0,0.001,0.0,0.0
8,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
8,4,0.142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031,0.0
8,5,0.0,0.006,0.0,0.0,0.998,0.0,0.0,0.0,0.091,0.002
8,6,0.186,0.017,0.0,0.0,0.0,0.999,0.0,0.0,0.128,0.006
8,7,0.213,0.036,0.0,0.0,0.0,0.0,0.998,0.002,0.441,0.089
8,8,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.202,0.0
8,9,0.0,0.0,0.244,0.059,0.013,0.05,0.312,0.269,0.997,0.0
8,10,0.287,0.0,0.072,0.014,0.269,0.156,0.264,0.037,0.034,0.999
