Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
1,3.7619,3.9477,3.9428,3.8783,3.9495,4.0044,4.0531,3.8605,3.9948,3.9537
2,3.6222,3.8540,3.7750,3.7841,3.8313,3.8443,3.9495,3.7901,3.8707,3.8335
3,3.5091,3.6758,3.6395,3.6497,3.7742,3.7477,3.8418,3.6777,3.7890,3.7230
4,3.4632,3.5828,3.5151,3.5761,3.6784,3.6730,3.7629,3.6326,3.6858,3.6439
5,3.4625,3.5159,3.4453,3.5248,3.6238,3.6045,3.6620,3.5254,3.6626,3.5622
6,3.3698,3.4504,3.4081,3.4129,3.5682,3.5271,3.5864,3.5340,3.5559,3.5248
7,3.3525,3.4333,3.3644,3.3729,3.5375,3.4701,3.5478,3.4422,3.5139,3.4692
8,3.2919,3.3903,3.3447,3.3289,3.4849,3.4239,3.5305,3.4266,3.5345,3.4366
9,3.2571,3.3422,3.2691,3.2869,3.4415,3.3761,3.5093,3.3645,3.4659,3.4155
10,3.1877,3.2958,3.2500,3.2789,3.4116,3.3051,3.4019,3.3281,3.4085,3.4024
11,3.1492,3.2512,3.2446,3.2371,3.3695,3.3052,3.3916,3.3010,3.3931,3.4077
12,3.2040,3.2171,3.1981,3.2295,3.3478,3.2738,3.3389,3.2325,3.3863,3.3154
13,3.1090,3.2922,3.1604,3.1661,3.3258,3.1968,3.2811,3.2018,3.3184,3.3292
14,3.1193,3.1868,3.1524,3.2002,3.2968,3.1997,3.3531,3.1968,3.3304,3.3228
15,3.1320,3.1545,3.0933,3.1397,3.2660,3.2033,3.2763,3.1622,3.2590,3.2757
16,3.0878,3.1565,3.0958,3.1302,3.2802,3.1811,3.2829,3.1169,3.2637,3.2725
17,3.0660,3.1087,3.0780,3.1189,3.2254,3.1374,3.1956,3.1119,3.2108,3.2247
18,3.0655,3.1173,3.0349,3.0760,3.2104,3.1199,3.1726,3.1928,3.2288,3.2131
19,3.0015,3.0706,3.0204,3.0352,3.1902,3.1227,3.1919,3.0554,3.2205,3.2140
20,3.0595,3.0853,2.9888,3.0329,3.2040,3.0853,3.2294,3.0805,3.1507,3.1806
21,2.9827,3.0079,2.9734,3.0348,3.1807,3.0386,3.1972,3.0591,3.1697,3.1897
22,2.9844,3.0069,2.9621,3.0005,3.1821,3.0771,3.1511,3.0495,3.1242,3.0958
23,3.0078,2.9984,2.9239,2.9911,3.1180,3.0167,3.1426,3.0189,3.1404,3.0977
24,2.9496,3.0148,2.9467,2.9637,3.1240,3.0130,3.0762,3.0046,3.1085,3.0791
25,2.9567,2.9903,2.8918,2.9669,3.1083,3.0162,3.1004,2.9789,3.0704,3.0859
26,2.9623,2.9320,2.8917,2.9535,3.0957,2.9803,3.0331,3.0141,3.1158,3.0431
27,2.9250,2.9332,2.8630,2.9555,3.0443,2.9527,3.0692,2.9393,3.0899,3.0415
28,2.8952,2.9494,2.8429,2.9107,3.0687,2.9224,3.0259,2.9522,3.0493,3.0184
29,2.9012,2.9447,2.8581,2.9266,3.0004,2.9156,3.0074,2.9103,3.0589,2.9913
30,2.8782,2.9390,2.8367,2.8973,3.0210,2.9100,3.0170,2.8942,3.0099,2.9433
31,2.8401,2.8973,2.8483,2.8737,3.0038,2.8986,3.0075,2.9115,3.0173,2.9866
32,2.8429,2.8800,2.7790,2.8346,2.9882,2.8547,2.9839,2.8814,3.0328,2.9421
33,2.8127,2.8608,2.7970,2.8696,2.9802,2.8816,2.9371,2.8785,2.9891,2.9177
34,2.7902,2.8606,2.7647,2.8637,2.9405,2.8348,2.9510,2.8554,3.0147,2.9190
35,2.7946,2.8493,2.7985,2.9030,2.9502,2.8264,2.9129,2.9330,2.9611,2.9439
36,2.8234,2.8853,2.7522,2.8484,2.9639,2.8423,2.9047,2.8782,2.9404,2.8757
