Method,0.1,0.5,1.0,5.0
fedavg,1.00,1.00,1.00,1.00
heterofl,0.00,0.00,0.00,0.67
fedrolex,0.24,0.53,0.21,0.73
fedrd,1.48,3.92,1.86,1.00
fedrame2,1.77,4.95,2.17,1.60
