Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
1,1.3063,1.1905,1.2223,0.9497,1.4300,1.2774,0.9462,1.2761,1.5103,1.1297
2,1.1557,0.9988,1.1455,0.7911,1.1486,1.2244,0.8973,1.1643,1.3670,0.9789
3,1.0821,1.0275,0.9901,0.7056,1.2249,1.1074,0.8850,1.1471,1.3620,1.0411
4,0.9744,0.8549,0.9761,0.7123,1.1437,1.0659,0.7838,1.1270,1.4770,0.9996
5,0.9356,0.8288,0.8817,0.6026,1.0779,1.0962,0.7936,1.1160,1.3160,1.0525
6,0.7772,0.8145,0.8574,0.5746,0.9399,1.0651,0.7193,1.1882,1.3368,0.9020
7,0.7383,0.6880,0.7977,0.5334,0.9194,1.1016,0.7006,1.0626,1.5718,0.8605
8,0.6688,0.6586,0.8127,0.5293,1.0406,0.9581,0.7987,1.1436,1.6914,1.0555
9,0.6393,0.6202,0.7378,0.4948,0.8969,1.0748,0.6902,1.1375,1.6207,1.0287
10,0.5933,0.5602,0.7170,0.5073,1.0058,1.0503,0.7536,1.2187,1.3379,0.8621
11,0.5104,0.5653,0.6531,0.4384,0.9863,0.9181,0.7307,1.2510,1.4528,0.9795
12,0.4810,0.5462,0.7199,0.4738,0.8900,1.1069,0.6869,1.2834,1.5227,1.0360
13,0.4472,0.4844,0.6540,0.4310,1.0239,0.9178,0.7006,1.2762,1.4261,1.1256
14,0.3970,0.4968,0.6524,0.4366,0.9375,1.1213,0.6160,1.2617,1.5481,1.1233
15,0.3284,0.4576,0.5882,0.3923,0.9539,0.9485,0.8057,1.2644,1.5275,1.0498
16,0.3123,0.4443,0.6579,0.4323,1.1071,1.0145,0.7574,1.4179,1.7035,1.2517
17,0.3183,0.3972,0.5742,0.3786,0.8996,1.0112,0.7865,1.9739,1.7007,1.3696
18,0.2573,0.4225,0.5711,0.4250,0.9462,1.1544,0.8616,1.3871,1.9117,1.3030
19,0.2620,0.4136,0.5875,0.3645,0.9575,0.9841,0.6662,1.3714,1.7192,1.2956
20,0.1935,0.3604,0.5766,0.3607,1.0995,1.0345,0.6794,3.8128,2.0371,1.2296
21,0.1757,0.3728,0.6043,0.3872,0.8561,1.2137,0.8467,1.7574,1.7186,1.2204
22,0.1632,0.3271,0.5576,0.4118,1.0727,1.2098,0.7730,1.3541,1.8132,1.5902
23,0.1496,0.3449,0.5358,0.3401,0.9964,1.0047,0.7424,1.7695,1.7098,1.4019
24,0.1044,0.3041,0.6103,0.3582,0.9997,1.0983,0.7565,1.3923,2.3197,1.0945
25,0.0947,0.3170,0.5913,0.3885,0.9659,1.0966,0.8115,1.8080,1.7873,1.4837
26,0.0955,0.3260,0.5681,0.4394,0.9279,1.1741,0.7688,1.7100,1.9529,1.4985
27,0.0862,0.3038,0.5124,0.3473,1.1702,1.1637,0.8180,2.0199,2.2971,1.5922
28,0.0608,0.2944,0.5183,0.4096,1.1670,1.0865,0.7405,2.0890,2.9449,1.4189
29,0.0923,0.2607,0.5173,0.3370,1.1746,1.1085,0.7613,1.5783,1.9177,1.2292
30,0.0596,0.2453,0.6111,0.3793,1.0795,1.1811,0.9412,2.8809,1.6996,1.4773
31,0.0510,0.2447,0.5394,0.3541,1.0816,1.0940,0.7620,2.8563,2.0562,1.6144
32,0.0603,0.2344,0.5341,0.3480,1.1373,1.3542,0.8863,1.7746,2.1700,2.8270
33,0.0313,0.2365,0.5455,0.3803,1.1045,1.0530,0.7546,1.7368,1.7502,1.4067
34,0.0418,0.2356,0.5380,0.3217,1.1659,1.4202,0.8209,1.6276,2.9918,1.6129
35,0.0302,0.2342,0.5117,0.3164,1.2073,1.3850,1.0848,3.4862,1.9683,1.5169
36,0.0321,0.1993,0.5082,0.3674,1.1879,1.4343,0.9011,2.8672,1.7539,1.9747
37,0.0224,0.2123,0.5084,0.3606,1.1926,1.0985,0.8265,5.4121,2.8124,1.6792
38,0.0305,0.2269,0.5688,0.3660,1.1637,1.3601,1.0266,9.7864,1.6601,1.3212
39,0.0282,0.1909,0.5635,0.3465,1.4465,1.3342,0.8484,2.5713,2.4768,1.9472
40,0.0208,0.2076,0.5882,0.3702,1.2713,1.4039,0.9613,3.5364,1.9751,1.5409
41,0.0328,0.1752,0.4962,0.3150,1.0871,1.2355,0.9161,2.6192,2.2215,3.0689
42,0.0276,0.1704,0.5169,0.4567,1.3475,1.3422,0.8472,1.7964,1.7236,1.2559
43,0.0141,0.1452,0.4908,0.3391,1.4051,1.4807,0.8942,2.7118,4.1191,1.3122
44,0.0182,0.1656,0.5075,0.3854,1.1465,1.3399,0.7398,3.6600,3.2749,2.0302
45,0.0237,0.1485,0.5145,0.3168,1.1269,1.2832,1.2311,6.6231,4.0123,1.3774
46,0.0131,0.1603,0.5827,0.3245,1.2073,1.2365,0.8659,5.6667,7.0893,1.6401
47,0.0264,0.1310,0.4536,0.3317,1.0573,1.3509,0.8950,3.2580,4.9691,1.2581
48,0.0116,0.1299,0.5235,0.2976,1.3877,1.4303,0.9102,4.2854,2.2484,1.7218
49,0.0199,0.1453,0.4826,0.3456,1.2178,1.3458,0.8362,6.9594,1.9549,1.8602
50,0.0173,0.1399,0.5218,0.3572,1.3389,1.3598,1.2923,3.1623,7.6159,2.5259
51,0.0113,0.1264,0.4533,0.3812,1.4199,1.3586,0.9339,2.5549,9.8884,1.3986
52,0.0152,0.1489,0.5410,0.3463,1.2251,1.2947,0.9773,4.2814,2.2716,1.4507
53,0.0120,0.1177,0.5122,0.3537,1.4917,1.3473,1.0793,2.7985,2.4437,2.6517
54,0.0070,0.1117,0.4698,0.3376,1.2219,1.3147,0.9272,3.6381,1.9496,1.5175
55,0.0133,0.1182,0.4770,0.3061,1.2645,1.3744,1.0468,3.8644,2.1853,1.4970
56,0.0093,0.1074,0.5306,0.4600,1.2299,1.3887,0.9965,2.1179,2.9133,1.6629
57,0.0094,0.1234,0.5047,0.3768,1.4354,1.6028,1.0105,4.8888,3.6526,2.6287
58,0.0134,0.1153,0.5015,0.3159,1.1609,1.4880,1.0375,3.2668,3.1770,1.8749
59,0.0070,0.0855,0.4960,0.4040,1.6243,1.4496,1.0846,3.7004,1.9008,2.4661
60,0.0094,0.1423,0.5042,0.3392,1.3366,1.3425,1.0067,3.0091,5.8160,1.9338
61,0.0058,0.0932,0.4816,0.3403,1.2796,1.4655,0.9354,3.3960,6.8829,3.8093
62,0.0055,0.0900,0.5225,0.3327,1.4198,1.5991,0.9136,3.4621,5.4931,2.8192
63,0.0065,0.0861,0.4534,0.3506,1.2007,1.7146,0.9467,2.4476,4.8973,2.2822
