Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
1,0.31930000000000003,0.36219999999999997,0.3713,0.383875,0.34750000000000003,0.3529999999999999,0.35828999999999994,0.35879999999999995,0.35859,0.3509,0.3655
2,0.4153,0.4124,0.406,0.39132500000000003,0.410825,0.40533,0.38399,0.39744,0.39189999999999997,0.40834000000000004,0.4332
3,0.43165,0.44815,0.42975,0.44165,0.44025000000000003,0.42035,0.41278999999999993,0.41772,0.41170999999999996,0.42501999999999995,0.4687
4,0.48275,0.4848,0.46872500000000006,0.45422500000000005,0.4559,0.45266,0.44126000000000004,0.45531999999999995,0.44125,0.43942000000000003,0.5036
5,0.48185,0.50975,0.48660000000000003,0.4914,0.48929999999999996,0.46126000000000006,0.46557000000000004,0.46098,0.4674499999999999,0.46143999999999996,0.5216
6,0.5043,0.5285500000000001,0.5161250000000001,0.4949,0.504125,0.47562999999999994,0.48238000000000014,0.47919999999999996,0.47617000000000004,0.47162,0.5459
7,0.5361,0.52845,0.5355749999999999,0.5131,0.5378,0.49044999999999994,0.48274000000000006,0.4927600000000001,0.49584,0.49991,0.5622
8,0.54155,0.5505,0.5398000000000001,0.5408999999999999,0.5553250000000001,0.50549,0.5059400000000001,0.5095400000000001,0.50812,0.50044,0.5774
9,0.5604,0.55005,0.559275,0.550625,0.543825,0.5060300000000001,0.5101999999999999,0.5129699999999999,0.51575,0.5056300000000001,0.5911
10,0.5729,0.59145,0.5601,0.570675,0.5706249999999999,0.52155,0.5129300000000001,0.53094,0.52462,0.53294,0.6046
11,0.5744,0.589,0.57475,0.5743,0.5844,0.53149,0.52115,0.5345500000000001,0.52989,0.53716,0.6123
12,0.5886,0.60765,0.58995,0.5775750000000001,0.5771,0.5340900000000001,0.5310500000000001,0.52981,0.53642,0.5487200000000001,0.6217
13,0.6044499999999999,0.6007,0.59125,0.58535,0.6004,0.53732,0.5417,0.53959,0.5479999999999999,0.5448,0.6315
14,0.6113500000000001,0.61015,0.6078250000000001,0.6099,0.6038,0.55325,0.54609,0.5433600000000001,0.54437,0.5535,0.6389
15,0.6266499999999999,0.6249,0.609575,0.61065,0.6121,0.5460400000000001,0.54877,0.54176,0.5510900000000001,0.55352,0.6445
16,0.6275999999999999,0.62235,0.61595,0.6106499999999999,0.613925,0.56178,0.5503,0.5583800000000001,0.5529900000000001,0.56629,0.6533
17,0.6395,0.6358,0.6157,0.626,0.6234,0.56128,0.55473,0.56175,0.5698700000000001,0.55558,0.6588
18,0.6429499999999999,0.65265,0.629475,0.622925,0.6323000000000001,0.5556300000000001,0.56803,0.56382,0.56947,0.57346,0.6655
