Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
1,0.1,0.1,0.1,0.10815,0.1,0.10747999999999999,0.14526,0.11857999999999999,0.10364,0.10622000000000001,0.1753
2,0.1,0.1,0.1,0.1106,0.1,0.13384000000000001,0.17966000000000001,0.14201999999999998,0.13838,0.11740000000000002,0.2014
3,0.1108,0.1211,0.10035,0.13335,0.1091,0.16538,0.16012,0.12223999999999999,0.13472,0.1238,0.264
4,0.108,0.1345,0.10075,0.13585,0.1024,0.12286,0.18302000000000002,0.13628,0.14452,0.13896000000000003,0.28
5,0.1458,0.1688,0.13340000000000002,0.13855,0.10955,0.1552,0.19374,0.1492,0.15458,0.14634,0.3215
6,0.1518,0.2101,0.1261,0.1618,0.1508,0.18975999999999998,0.20474,0.1593,0.1914,0.17524,0.358
7,0.1639,0.2421,0.18185,0.1935,0.2173,0.18342,0.2183,0.14778,0.16892000000000001,0.17995999999999998,0.3305
8,0.1726,0.2294,0.12935000000000002,0.20450000000000002,0.177,0.17174,0.20558,0.171,0.20438,0.18188,0.378
9,0.1534,0.2165,0.18455,0.23045,0.21585,0.1996,0.23396,0.1663,0.19432,0.19036000000000003,0.385
10,0.2054,0.2777,0.15975,0.2207,0.1717,0.21961999999999998,0.2085,0.19507999999999998,0.20540000000000003,0.20983999999999997,0.4114
11,0.141,0.2833,0.1908,0.23160000000000003,0.19945000000000002,0.20129999999999998,0.24164,0.17636000000000002,0.24242000000000002,0.21399999999999997,0.405
12,0.1968,0.2868,0.1786,0.23575000000000002,0.17925000000000002,0.20586000000000002,0.27376000000000006,0.2009,0.22406,0.20718,0.4172
13,0.2226,0.2782,0.16525,0.2485,0.22585,0.22471999999999998,0.23458,0.20036,0.20884,0.21833999999999998,0.4269
14,0.2694,0.3022,0.22594999999999998,0.2478,0.24930000000000002,0.2266,0.23584000000000005,0.19912,0.24284,0.22088000000000002,0.4435
15,0.2207,0.3089,0.22094999999999998,0.2472,0.25165,0.22754,0.24348,0.21404,0.23012000000000002,0.25562,0.4493
16,0.2556,0.2906,0.2172,0.24930000000000002,0.23625000000000002,0.24288000000000004,0.24908000000000002,0.20488,0.22801999999999997,0.22644000000000003,0.4525
17,0.2549,0.3497,0.21445,0.26585000000000003,0.24015,0.22508,0.27643999999999996,0.2191,0.21688000000000002,0.24992,0.4706
