Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
1,1.7385,1.7100,1.7855,1.7213,1.7164,1.7726,1.8083,1.7379,1.7428,1.7507
2,1.6267,1.5630,1.5894,1.5449,1.5634,1.5863,1.6561,1.6122,1.6146,1.5935
3,1.4987,1.4484,1.4772,1.4695,1.4774,1.5828,1.5990,1.5130,1.5471,1.5880
4,1.3498,1.3960,1.4198,1.3631,1.4000,1.4615,1.5274,1.4534,1.4670,1.4941
5,1.2821,1.2867,1.3545,1.3002,1.3134,1.4174,1.4452,1.3894,1.3965,1.4234
6,1.2451,1.2056,1.2861,1.2449,1.2479,1.3823,1.3980,1.3455,1.3654,1.3946
7,1.1861,1.1505,1.2388,1.2130,1.2512,1.3207,1.3791,1.3054,1.2958,1.3317
8,1.1382,1.1060,1.2053,1.1666,1.1717,1.2993,1.3394,1.2741,1.2871,1.3035
9,1.0618,1.0965,1.1175,1.1218,1.1010,1.2678,1.3238,1.2445,1.2120,1.2437
10,1.0702,0.9868,1.1037,1.0585,1.0905,1.2244,1.3308,1.2233,1.2497,1.2258
11,1.0174,0.9385,1.0438,1.0315,1.0561,1.1966,1.2749,1.2054,1.1824,1.2245
12,0.9990,0.9076,1.0235,1.0157,1.0372,1.1930,1.2403,1.1596,1.1828,1.1579
13,0.9378,0.9417,0.9923,0.9772,0.9864,1.1788,1.2342,1.1623,1.1457,1.1441
14,0.9102,0.8967,0.9757,0.9533,0.9681,1.1409,1.1805,1.1219,1.1337,1.1563
15,0.8789,0.8109,0.9348,0.9193,0.9381,1.1530,1.2000,1.1563,1.1403,1.1342
16,0.8679,0.7844,0.9637,0.8559,0.9302,1.1299,1.1896,1.1143,1.1576,1.1326
17,0.8294,0.7759,0.8971,0.8945,0.8756,1.1304,1.1650,1.0995,1.0729,1.1235
18,0.7957,0.7417,0.8876,0.8528,0.8816,1.1262,1.1226,1.0861,1.0807,1.1176
19,0.8228,0.7425,0.8738,0.8408,0.8463,1.0923,1.1565,1.0627,1.0941,1.0998
20,0.8129,0.7316,0.8598,0.8517,0.8381,1.1147,1.1210,1.0858,1.0447,1.1106
21,0.7383,0.6971,0.8501,0.8099,0.8200,1.1029,1.1100,1.0524,1.0544,1.0943
22,0.7257,0.6854,0.8096,0.7949,0.8000,1.0483,1.1096,1.0580,1.0291,1.0817
23,0.7056,0.6896,0.8035,0.8139,0.7936,1.0685,1.1157,1.0740,1.0868,1.0882
24,0.6956,0.6433,0.7942,0.7506,0.7788,1.0864,1.1097,1.0502,1.0506,1.0459
25,0.6879,0.6476,0.7764,0.7409,0.7585,1.0799,1.0915,1.0666,1.0523,1.0924
26,0.6646,0.6274,0.7625,0.7605,0.7420,1.0613,1.0921,1.0172,1.0779,1.1091
27,0.6845,0.6067,0.7625,0.7014,0.7315,1.0277,1.0694,1.0327,1.0115,1.0618
28,0.6092,0.5946,0.7398,0.7162,0.7636,1.0451,1.0673,1.0393,1.0242,1.0685
29,0.5919,0.6116,0.7228,0.6950,0.6989,1.0620,1.0811,1.0155,1.0657,1.0388
30,0.5753,0.5580,0.7047,0.7168,0.7173,1.0981,1.1023,1.0213,1.0288,1.0055
31,0.5840,0.6085,0.7180,0.6991,0.6917,1.0041,1.0846,1.0269,1.0044,1.0144
32,0.5784,0.5440,0.7178,0.6663,0.7005,1.0567,1.0748,1.0173,1.0290,1.0189
33,0.5689,0.5271,0.6783,0.6716,0.6930,1.0605,1.0508,1.0339,1.0432,1.0121
34,0.5748,0.4970,0.6638,0.6543,0.6702,1.0602,1.0364,1.0239,1.0353,1.0299
35,0.5615,0.5101,0.6546,0.6572,0.6487,1.0089,1.0422,1.0653,1.0376,1.0039
36,0.5548,0.4896,0.6416,0.6645,0.6493,1.0577,1.0647,1.0068,1.0317,1.0182
