Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
1,2.0489,1.9795,2.0087,1.9890,2.0099,1.9808,2.0251,2.0830,2.0390,1.9772
2,1.7498,2.0423,1.8494,1.8465,1.9041,1.9257,2.0005,1.9711,1.9133,1.8841
3,1.6938,1.6674,1.7508,1.7170,1.7503,1.7111,1.7890,1.8816,1.8211,1.7462
4,1.7032,1.6924,1.7022,1.6442,1.8111,1.7972,1.6386,1.6529,1.6602,1.6811
5,1.7314,1.5662,1.5913,1.5875,1.6158,1.6087,1.6042,1.6059,1.5520,1.8510
6,1.6518,1.5367,1.5370,1.5365,1.5039,1.5653,1.5916,1.5773,1.5446,1.5438
7,1.4886,1.4969,1.5491,1.5445,1.5342,1.4964,1.6045,1.5776,1.5136,1.5352
8,1.5401,1.4637,1.5103,1.4579,1.4770,1.4909,1.5776,1.4233,1.4658,1.4064
9,1.5331,1.4206,1.4856,1.4233,1.4883,1.4827,1.5304,1.4494,1.4144,1.4141
10,1.4145,1.4207,1.3997,1.5284,1.4604,1.4457,1.5629,1.3702,1.3595,1.4549
11,1.4132,1.5491,1.3995,1.3590,1.3308,1.4052,1.4369,1.3477,1.4115,1.3711
12,1.4136,1.3331,1.3695,1.3846,1.3620,1.3932,1.4080,1.3605,1.3432,1.3901
13,1.3605,1.3765,1.3621,1.2763,1.2823,1.3782,1.2974,1.3141,1.3465,1.3020
14,1.3032,1.2447,1.3957,1.2926,1.3758,1.3533,1.3210,1.3640,1.2552,1.3207
15,1.2979,1.2091,1.3418,1.2292,1.2771,1.2788,1.3278,1.3375,1.2841,1.3123
16,1.2053,1.2177,1.2930,1.2333,1.2555,1.3404,1.3112,1.2537,1.2787,1.2875
17,1.2659,1.2716,1.2963,1.2613,1.2446,1.2573,1.3032,1.1905,1.2229,1.2621
18,1.2080,1.1911,1.2324,1.2238,1.1542,1.2505,1.2615,1.2046,1.2438,1.1993
19,1.3157,1.1445,1.1994,1.1572,1.2161,1.1573,1.1997,1.1283,1.1093,1.2059
20,1.2057,1.1898,1.1656,1.1572,1.2184,1.1636,1.2107,1.0953,1.1273,1.1903
21,1.1942,1.2537,1.2331,1.1644,1.1125,1.2136,1.2550,1.1044,1.1365,1.1316
22,1.1238,1.2012,1.1177,1.1334,1.1059,1.1750,1.1455,1.1266,1.1007,1.1502
23,1.1628,1.0524,1.1308,1.1380,1.1752,1.0796,1.2064,1.1018,1.1377,1.1334
24,1.1263,1.0436,1.1629,1.0614,1.1249,1.1994,1.2287,1.0988,1.0329,1.0689
25,1.0932,1.0278,1.1733,1.0554,1.0929,1.0780,1.1103,1.0589,1.0698,1.1200
26,1.0727,1.0910,1.0692,1.0825,1.0996,1.0875,1.0697,1.0547,0.9960,1.0698
27,1.1735,1.0916,1.0605,1.0478,1.0783,1.0632,1.1396,1.0417,1.0806,1.1734
28,1.0300,1.0167,1.1595,1.0272,1.1510,1.0481,1.1135,1.0137,1.1035,1.0329
29,1.0594,1.0365,1.0445,0.9994,1.0538,1.0530,1.1293,0.9556,1.0945,1.0286
30,1.0263,1.0198,1.0429,0.9723,0.9960,1.0180,1.0270,0.9813,0.9493,1.1420
31,1.0168,1.0147,1.0254,1.0141,0.9762,1.0136,1.0556,0.9197,0.9888,0.9945
32,1.0604,0.9709,1.0470,0.9255,1.1478,1.0594,1.0232,0.9608,0.9594,0.9987
33,1.0092,0.9859,0.9438,0.9852,0.9525,1.0289,1.0427,0.9356,1.0367,0.9480
34,0.9962,0.9528,1.0292,0.9801,1.0337,0.9913,0.9806,0.9360,1.0184,0.9433
35,0.9771,0.9650,0.9273,0.9967,1.0131,0.9554,0.9275,0.9442,0.9111,0.9912
36,1.0349,0.9019,0.9390,0.9394,0.9758,0.9411,0.9466,0.9523,0.9388,0.9202
37,0.9596,0.9240,0.9445,0.9014,0.9021,0.9223,0.9399,0.9279,0.9322,0.9858
38,0.9694,0.9163,0.9431,0.9403,1.0474,0.8868,0.9440,0.9262,0.9975,0.8922
39,0.9549,0.8888,0.9381,0.8619,0.9150,0.9640,0.9838,0.9821,0.9331,0.8877
40,0.9384,0.8986,0.9308,0.8841,0.9325,0.9268,0.9690,0.9177,0.9305,0.9636
41,0.9148,0.9175,0.9114,0.8645,0.8663,0.9394,0.9371,0.8563,0.8725,0.9305
42,0.9780,0.8336,0.8744,0.8951,0.8788,0.9782,0.9262,0.8369,0.8915,0.8652
43,0.8801,0.9257,0.9053,0.9348,0.8460,0.8544,0.8957,0.8806,0.8745,0.8675
44,0.9191,0.8338,0.8895,0.7988,0.8862,0.8946,0.9447,0.8822,0.8661,0.8339
45,0.9126,0.8458,0.9659,0.8623,0.9533,0.8724,0.8789,0.8569,0.8340,0.9146
46,0.9121,0.7980,0.8416,0.8095,0.8706,0.8603,0.8696,0.9875,0.8367,0.7857
47,0.9011,0.8221,0.8396,0.8269,0.8839,0.9207,0.8491,0.7741,0.8328,0.8415
48,0.8341,0.9587,0.8100,0.8032,0.9463,0.8240,0.9355,0.8444,0.8492,0.8284
49,0.8301,0.7806,0.8243,0.8250,0.8782,0.8014,0.9539,0.7878,0.8303,0.7736
50,0.8447,0.8520,0.9003,0.7962,0.8060,0.7901,0.8206,0.7616,0.8324,0.8148
51,0.8438,0.7940,0.7977,0.8414,0.8092,0.8281,0.7866,0.7887,0.8111,0.7687
52,0.8206,0.7637,0.7897,0.7867,0.7525,0.8515,0.8001,0.7982,0.7940,0.8340
53,0.8018,0.7440,0.8443,0.7713,0.8047,0.8420,0.8697,0.7993,0.7772,0.7598
54,0.9081,0.8765,0.7736,0.8141,0.7824,0.8333,0.8228,0.8087,0.8250,0.7777
55,0.7778,0.7344,0.8217,0.7803,0.7847,0.7390,0.7985,0.8154,0.7589,0.7270
56,0.8371,0.8012,0.7979,0.7514,0.8021,0.7970,0.7779,0.8642,0.8136,0.8414
57,0.7572,0.8090,0.8153,0.7067,0.8217,0.9156,0.7843,0.7863,0.7032,0.8566
58,0.8330,0.7790,0.7460,0.7512,0.7212,0.7320,0.7497,0.7035,0.8216,0.7775
59,0.8143,0.7999,0.7449,0.7338,0.7962,0.8468,0.7761,0.7588,0.7410,0.8060
60,0.7487,0.7479,0.7131,0.7363,0.7497,0.8274,0.8082,0.7674,0.7079,0.7263
61,0.7272,0.7613,0.7192,0.7242,0.7520,0.7406,0.7968,0.7108,0.7484,0.7152
62,0.7579,0.6906,0.7370,0.7547,0.7728,0.7583,0.7561,0.8142,0.7940,0.7369
63,0.7694,0.6968,0.6980,0.7236,0.7722,0.7539,0.7207,0.6580,0.7198,0.7043
64,0.7561,0.6967,0.6921,0.7638,0.7499,0.7238,0.7354,0.7196,0.7400,0.6739
65,0.7905,0.7063,0.7115,0.6776,0.7103,0.6977,0.7401,0.6434,0.6785,0.7055
66,0.6717,0.7770,0.7078,0.6720,0.7133,0.7354,0.7164,0.7361,0.6849,0.6911
67,0.7303,0.6828,0.6687,0.7400,0.6541,0.6753,0.7238,0.7314,0.6992,0.6608
68,0.7393,0.6994,0.7084,0.6080,0.6559,0.6620,0.7230,0.6544,0.7045,0.7094
69,0.7080,0.6688,0.6856,0.6428,0.7139,0.7122,0.7397,0.6493,0.6751,0.6871
70,0.7449,0.6772,0.6636,0.6410,0.6809,0.6809,0.7824,0.6264,0.6979,0.6485
71,0.6820,0.6176,0.6809,0.6831,0.6848,0.6739,0.7161,0.6252,0.6956,0.6614
72,0.6532,0.7422,0.6285,0.6564,0.7426,0.6377,0.6830,0.6404,0.6520,0.6126
73,0.6706,0.6318,0.6452,0.6486,0.6451,0.6647,0.7296,0.6457,0.7170,0.6786
74,0.6821,0.6109,0.7332,0.6790,0.6515,0.6196,0.6815,0.5973,0.5933,0.6177
