Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
1,2.1587,2.0422,2.1183,2.0188,2.0251,2.0228,1.9994,1.9858,2.0453,1.9958
2,1.9891,1.9698,1.9431,1.9268,1.9252,1.9474,2.0180,2.0224,2.0366,1.8971
3,1.9113,1.9321,1.9295,1.9592,1.9734,1.9062,2.1856,1.8266,1.9025,2.0091
4,1.8488,1.9323,2.0205,1.8518,2.0013,1.9592,2.2268,1.9291,1.9361,1.8803
5,1.9022,1.8475,1.9188,2.0426,1.8895,1.9625,1.9686,1.9778,1.9549,1.8356
6,1.9177,1.9315,1.8906,1.9221,1.9843,1.8898,1.9724,1.9188,2.1007,1.9707
7,1.9135,1.8968,1.8782,1.8642,1.9085,1.9624,2.0090,1.9805,1.9491,1.9147
8,1.9016,1.8768,1.8728,1.8905,1.8743,1.9581,1.9895,1.9692,1.9525,1.9558
9,1.9001,1.8960,1.8950,1.8973,1.9534,1.8751,1.8992,1.9280,1.9079,1.8914
10,1.8433,1.8445,1.8757,1.9345,1.9636,1.8860,1.9505,1.8918,1.8716,1.8924
11,1.8794,1.8852,1.8581,1.8719,1.8629,1.9344,1.9161,1.9075,1.9123,1.9350
12,1.8885,1.8258,1.8797,1.8529,1.8519,1.8991,1.8993,1.8879,1.8873,1.9594
13,2.0037,1.8861,1.8491,1.8417,1.8710,1.9872,1.9412,1.8981,1.9556,1.8841
14,1.7990,1.8030,1.8577,1.8561,1.8870,1.8562,1.9649,1.9127,1.8674,1.9275
15,1.8084,1.7935,1.8840,1.8085,1.8418,1.8597,1.9728,1.9376,1.8613,1.8746
16,1.7996,1.7720,1.8662,1.8373,1.7924,1.8668,1.8996,1.9238,1.8350,1.8785
17,1.8564,1.8058,1.8281,1.8248,1.8071,1.9320,1.8822,1.8503,1.8599,1.9368
18,1.8211,1.8573,1.7683,1.7828,1.8142,1.8287,1.8868,1.9438,1.8693,1.8856
19,1.7632,1.7215,1.7976,1.7369,1.8948,1.8489,1.8553,1.8615,1.8627,1.8619
20,1.7134,1.7603,1.7864,1.8148,1.8404,1.8978,1.9119,1.8246,1.8670,1.9073
21,1.7171,1.7594,1.7605,1.7190,1.7490,1.8339,1.8794,1.8386,1.8501,1.8558
22,1.7184,1.7112,1.7819,1.7334,1.7996,1.8889,1.8512,1.8798,1.8158,1.8638
23,1.7295,1.6960,1.7410,1.7516,1.7671,1.8476,1.8399,1.8355,1.8071,1.8507
24,1.7296,1.6682,1.7431,1.7296,1.7121,1.7971,1.8682,1.8045,1.8298,1.8693
25,1.7139,1.6767,1.7317,1.7371,1.7337,1.8657,1.8868,1.8077,1.8049,1.8580
26,1.6712,1.6215,1.6714,1.7122,1.7602,1.8027,1.9109,2.0312,1.8272,1.9036
27,1.6398,1.6895,1.6667,1.6857,1.7120,1.8077,1.8689,1.7896,1.7677,1.8386
28,1.6392,1.6368,1.6679,1.6906,1.6691,1.7687,1.8984,1.7657,1.7887,1.7936
29,1.6261,1.6526,1.6724,1.7353,1.6525,1.8153,1.8317,1.8280,1.8379,1.7755
30,1.6737,1.5978,1.6724,1.6621,1.6405,1.7870,1.7800,1.7575,1.8204,1.8730
31,1.5816,1.5459,1.6134,1.6316,1.6834,1.7631,1.8508,1.7514,1.7956,1.7943
32,1.6288,1.6060,1.5984,1.6148,1.6403,1.7923,1.9029,1.8407,1.7912,1.8390
33,1.5647,1.5428,1.6750,1.6376,1.6442,1.7524,1.8702,1.7945,1.7750,1.7392
34,1.5152,1.5763,1.6571,1.5539,1.5961,1.7690,1.8609,1.7739,1.7856,1.7460
35,1.5952,1.5291,1.6249,1.5878,1.5540,1.8155,1.8853,1.7459,1.7895,1.7933
36,1.5318,1.5214,1.6039,1.6301,1.6187,1.8260,1.8154,1.8529,1.9072,1.8322
37,1.4832,1.5356,1.5810,1.5762,1.5911,1.7120,1.8114,1.7029,1.7233,1.7677
38,1.5168,1.5572,1.5594,1.5441,1.5958,1.7717,1.8014,1.7201,1.8112,1.7346
39,1.5389,1.4432,1.6112,1.5480,1.5985,1.8094,1.7673,1.7675,1.7040,1.6887
40,1.5702,1.5143,1.5620,1.5912,1.5833,1.6871,1.7625,1.7901,1.7412,1.7138
41,1.4907,1.4746,1.5503,1.5331,1.6077,1.7730,1.7526,1.7693,1.7001,1.8189
42,1.5348,1.4838,1.5970,1.5298,1.5801,1.6996,1.7490,1.7220,1.7322,1.7611
43,1.4755,1.4810,1.5443,1.4951,1.6491,1.7251,1.7872,1.6743,1.6476,1.6878
44,1.4636,1.4634,1.5522,1.5459,1.5795,1.7443,1.6950,1.7106,1.8118,1.8064
45,1.4395,1.4126,1.4945,1.4771,1.5427,1.6657,1.7797,1.7606,1.6777,1.7777
46,1.4013,1.4526,1.5011,1.4858,1.5189,1.7530,1.7575,1.6446,1.7304,1.7231
47,1.4559,1.4784,1.5086,1.5313,1.5169,1.6825,1.7622,1.7579,1.7120,1.8193
48,1.4524,1.4448,1.4999,1.5498,1.5366,1.7047,1.7719,1.6991,1.7454,1.8001
49,1.4650,1.4720,1.5584,1.4410,1.5683,1.7881,1.7398,1.8477,1.7129,1.7938
50,1.4358,1.4399,1.5012,1.5128,1.4764,1.7076,1.7335,1.7205,1.7126,1.7057
51,1.3863,1.3680,1.4746,1.6254,1.4378,1.7499,1.7125,1.7282,1.7390,1.7073
52,1.4319,1.3919,1.5024,1.4980,1.5259,1.6839,1.7012,1.7301,1.7189,1.7087
53,1.4283,1.3561,1.4897,1.4867,1.4580,1.7748,1.7725,1.6867,1.6789,1.6790
54,1.4602,1.3405,1.4627,1.4376,1.5152,1.7020,1.7086,1.7070,1.6630,1.7074
55,1.4222,1.3242,1.4707,1.4367,1.4885,1.6992,1.7336,1.6945,1.6391,1.6943
56,1.3865,1.4307,1.4585,1.4210,1.4617,1.7261,1.8166,1.6970,1.6305,1.6406
57,1.3574,1.3806,1.4810,1.4507,1.4622,1.6896,1.7659,1.6936,1.7871,1.6976
58,1.3422,1.3474,1.4680,1.4826,1.4647,1.7620,1.6984,1.5843,1.7146,1.7218
59,1.3403,1.3489,1.4132,1.4677,1.4291,1.7598,1.6738,1.7288,1.6844,1.7102
60,1.3042,1.3087,1.4538,1.4494,1.4534,1.6377,1.7364,1.7216,1.6514,1.7079
61,1.3191,1.3075,1.4487,1.4411,1.4195,1.7332,1.7434,1.7534,1.7172,1.6969
62,1.2819,1.2880,1.4154,1.4102,1.4295,1.8533,1.7426,1.6028,1.6512,1.6427
63,1.3119,1.2952,1.3893,1.4429,1.4437,1.7018,1.6930,1.6903,1.6819,1.6672
64,1.3087,1.3417,1.4344,1.4028,1.4458,1.6826,1.7674,1.6611,1.7077,1.6544
65,1.3044,1.3164,1.3875,1.3983,1.4133,1.6930,1.7241,1.6263,1.6487,1.6469
66,1.2538,1.2171,1.4372,1.3714,1.4113,1.6316,1.6834,1.7245,1.7342,1.6447
67,1.2430,1.2224,1.4255,1.3859,1.3875,1.6962,1.7023,1.6883,1.6310,1.6887
68,1.2641,1.2388,1.3880,1.3523,1.4216,1.6659,1.6673,1.6635,1.8103,1.7140
69,1.2368,1.2303,1.4547,1.3864,1.3808,1.6965,1.7706,1.7664,1.6658,1.7563
70,1.1854,1.2244,1.3510,1.3364,1.3989,1.7123,1.6534,1.5920,1.7210,1.6745
71,1.3006,1.2298,1.4179,1.3275,1.3852,1.5670,1.7852,1.6582,1.6557,1.6447
72,1.2163,1.1842,1.4132,1.3554,1.4392,1.7114,1.7026,1.6955,1.7443,1.8183
73,1.2485,1.2189,1.3892,1.3178,1.4108,1.6483,1.6508,1.6631,1.5775,1.6096
74,1.3305,1.1796,1.3816,1.3723,1.3672,1.6643,1.6831,1.6061,1.6221,1.7363
75,1.2142,1.1786,1.4136,1.3784,1.4156,1.6818,1.6729,1.6479,1.6543,1.6623
76,1.1925,1.2446,1.4036,1.3143,1.3377,1.6024,1.7987,1.6892,1.6324,1.6448
77,1.4028,1.1392,1.3418,1.3769,1.3235,1.6396,1.7638,1.7022,1.7026,1.6227
78,1.2160,1.2304,1.3783,1.3270,1.3508,1.6303,1.6199,1.6113,1.5437,1.6249
79,1.2322,1.2079,1.3885,1.3091,1.3810,1.6131,1.6429,1.5801,1.5942,1.6209
80,1.3090,1.1666,1.4322,1.3365,1.3468,1.6214,1.7294,1.7264,1.6584,1.6026
81,1.1383,1.1623,1.3468,1.3399,1.4064,1.5353,1.7609,1.5936,1.6184,1.5771
82,1.2010,1.2311,1.3963,1.3805,1.2942,1.6374,1.6345,1.5982,1.5589,1.6576
83,1.2191,1.0988,1.3242,1.3310,1.3772,1.5543,1.6342,1.6044,1.6859,1.6345
84,1.2520,1.2139,1.3311,1.3628,1.4351,1.6486,1.5804,1.5819,1.7116,1.6436
85,1.1520,1.2017,1.2897,1.3019,1.2942,1.6881,1.6047,1.7397,1.5952,1.5680
86,1.1723,1.1492,1.3653,1.2997,1.3095,1.6439,1.7029,1.5962,1.7059,1.6330
87,1.3158,1.1734,1.3043,1.2881,1.3452,1.6722,1.6400,1.5712,1.6383,1.6071
88,1.1800,1.1180,1.3558,1.3748,1.2987,1.6122,1.7700,1.7031,1.7083,1.7748
89,1.1514,1.1433,1.2901,1.2839,1.3386,1.5888,1.6190,1.5876,1.7483,1.6745
90,1.1012,1.0845,1.3690,1.3277,1.3693,1.6352,1.6559,1.6000,1.6669,1.6129
91,1.1674,1.1125,1.3435,1.3378,1.3733,1.6082,1.7361,1.6296,1.6136,1.6420
92,1.1259,1.1332,1.3523,1.2851,1.3231,1.6508,1.6419,1.5878,1.6249,1.6628
93,1.1782,1.1574,1.3390,1.4006,1.3380,1.6080,1.6186,1.6180,1.5690,1.6657
94,1.1177,1.1314,1.3182,1.2878,1.2953,1.6062,1.6821,1.6476,1.6496,1.6314
95,1.1382,1.0969,1.2746,1.2734,1.4060,1.7178,1.6998,1.5943,1.6931,1.6757
96,1.1319,1.1177,1.3310,1.2878,1.2687,1.6450,1.7521,1.6335,1.6282,1.6715
97,1.1217,1.0819,1.2711,1.2575,1.2779,1.6071,1.6169,1.5985,1.5924,1.6971
98,1.1368,1.1169,1.2902,1.2756,1.3493,1.6038,1.6943,1.6075,1.6195,1.7485
99,1.1962,1.0482,1.3728,1.2581,1.3303,1.6694,1.6395,1.6883,1.6226,1.7315
100,1.1288,1.1278,1.3119,1.3002,1.3692,1.5664,1.6624,1.6357,1.6748,1.7403
101,1.1305,1.0415,1.3480,1.2681,1.3740,1.5398,1.7144,1.6494,1.5542,1.6436
102,1.1494,1.0575,1.2997,1.2948,1.2910,1.6185,1.6799,1.6460,1.6463,1.6430
103,1.0488,1.0655,1.3362,1.3145,1.2722,1.6508,1.6548,1.6925,1.6603,1.5703
104,1.0828,1.0751,1.2506,1.2634,1.2714,1.5658,1.8314,1.6354,1.6104,1.7063
105,1.0754,1.1065,1.3160,1.2564,1.3374,1.6420,1.5983,1.6174,1.5810,1.5950
106,1.1827,1.0049,1.3275,1.2987,1.2832,1.5736,1.5977,1.5436,1.6020,1.6765
