Method,0.8,0.85,0.9,0.95
fedavg,1.00,1.00,1.00,1.00
heterofl,0.00,0.00,0.95,0.56
fedrolex,0.95,0.36,0.25,0.12
fd,5.19,2.47,2.50,1.44
fedecover,5.19,2.24,1.90,1.53
