Method,0.8,0.85,0.9,0.95
fedavg,26.07,25.92,26.07,24.26
heterofl,18.59,17.95,16.45,15.82
fedrolex,28.55,28.56,28.35,24.75
fd,33.49,34.49,35.56,35.01
fedecover,34.07,35.57,36.16,35.97
