Method,0.8,0.85,0.9,0.95
fedavg,25.92,24.81,24.32,23.58
heterofl,17.81,17.21,16.19,15.03
fedrolex,28.81,27.97,26.05,21.82
fd,34.11,34.56,34.82,33.72
fedecover,34.61,35.68,35.67,35.08
