Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
86,0.59837,0.5955699999999999,0.5938700000000001,0.5969899999999999,0.60339,0.60219,0.6024499999999999,0.59751,0.663,0.6679,0.685
87,0.60225,0.59871,0.59555,0.5970500000000001,0.59482,0.59679,0.6017599999999999,0.5968199999999999,0.6742,0.6655,0.6888
88,0.6002000000000001,0.59923,0.5963,0.5993900000000002,0.5951599999999999,0.5971299999999999,0.5977699999999999,0.5951699999999999,0.6776,0.6698,0.6859
89,0.59604,0.60287,0.59882,0.6029,0.5956100000000001,0.59653,0.60358,0.60153,0.6695,0.6703,0.6863
90,0.6,0.5965399999999998,0.6007800000000001,0.6018,0.60204,0.6010500000000001,0.6024700000000001,0.59905,0.6687,0.6733,0.6869
91,0.5985199999999999,0.60084,0.5966499999999999,0.59824,0.60226,0.59934,0.6010199999999999,0.6031000000000001,0.6612,0.6709,0.6886
92,0.5961700000000001,0.6004900000000001,0.5959700000000001,0.60171,0.6024,0.5974,0.5989599999999999,0.5982000000000001,0.673,0.6756,0.6859
93,0.5978899999999999,0.6014,0.59931,0.6003399999999999,0.60203,0.59902,0.59799,0.59997,0.6801,0.6763,0.6902
94,0.60152,0.59898,0.60131,0.60051,0.59862,0.60004,0.60227,0.5969300000000001,0.6678,0.67,0.6905
95,0.59711,0.6009,0.5997399999999999,0.60031,0.5997999999999999,0.60253,0.6034999999999999,0.60101,0.6661,0.6659,0.6871
96,0.5989500000000001,0.5979800000000001,0.60059,0.60007,0.60521,0.6002500000000001,0.59956,0.6018899999999999,0.6685,0.6724,0.6879
97,0.6002000000000001,0.5998800000000001,0.60088,0.6013,0.6046400000000001,0.6039,0.6011700000000001,0.60176,0.6717,0.6667,0.6821
98,0.5999,0.59854,0.59883,0.59792,0.60307,0.59985,0.6011200000000001,0.59628,0.6775,0.6572,0.6868
99,0.6001,0.6044,0.5970500000000001,0.60021,0.60083,0.6009300000000001,0.60056,0.5990800000000001,0.667,0.6735,0.6888
100,0.60022,0.59517,0.60173,0.5969599999999999,0.6004799999999999,0.6034200000000001,0.59991,0.59723,0.6737,0.6764,0.6884
