Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
59,0.0912,0.0547,0.4414,0.476,0.4242,2.1516,2.2336,1.5968,2.6562,2.9087
60,0.0808,0.0496,0.4326,0.4234,0.4516,2.6313,1.946,1.7012,1.4492,1.3626
61,0.0793,0.0463,0.4119,0.4355,0.403,2.2157,1.9442,1.6528,1.6946,3.9682
62,0.0757,0.0398,0.4296,0.4179,0.4367,2.479,2.6593,1.8227,0.9935,2.3073
63,0.0813,0.0413,0.4302,0.4035,0.3959,5.8186,2.773,3.1937,2.8832,2.0526
64,0.074,0.0345,0.4177,0.4198,0.427,2.6571,2.3775,2.0377,2.236,2.2732
65,0.0687,0.0333,0.426,0.4006,0.4265,2.515,1.9887,1.9561,1.3093,3.3211
66,0.0575,0.0368,0.4557,0.4418,0.4187,1.4671,2.8931,2.779,1.7712,1.549
67,0.0678,0.0358,0.4543,0.3908,0.3919,3.2058,2.5853,1.6935,4.0536,1.7913
68,0.0696,0.0356,0.423,0.4297,0.4241,1.5116,1.6372,1.54,2.1881,1.8936
69,0.0487,0.0356,0.4378,0.4468,0.4348,1.5982,3.191,3.1594,2.1352,2.18
70,0.0547,0.0207,0.406,0.4059,0.3906,2.0146,2.1612,2.4371,2.5687,2.0382
71,0.0546,0.0188,0.3989,0.3859,0.3905,1.9827,2.1908,1.5758,1.7587,2.069
72,0.0612,0.0229,0.398,0.409,0.4164,2.2058,1.6886,2.237,1.8805,3.9075
73,0.0482,0.0218,0.4278,0.4099,0.3907,3.1164,2.4456,2.0515,1.6746,11.9021
74,0.0517,0.0377,0.4063,0.4077,0.3855,2.1662,2.3646,1.6744,2.0965,2.0932
75,0.0459,0.0195,0.4121,0.4052,0.4176,2.4466,3.7723,3.0322,1.9359,1.9157
76,0.0367,0.0203,0.4204,0.5177,0.3847,4.2583,1.8367,3.5944,2.8058,3.1944
77,0.0437,0.0199,0.4049,0.397,0.4303,2.9679,3.0275,2.3667,3.3594,4.3973
78,0.0415,0.0216,0.3933,0.4468,0.3901,1.5409,8.8454,2.4065,3.4981,3.7024
79,0.0337,0.0121,0.3849,0.4073,0.4117,2.2187,1.479,1.9958,2.8615,2.3183
80,0.0388,0.0138,0.3962,0.4389,0.4261,3.0184,3.4647,1.9987,4.5738,2.1796
81,0.0325,0.0158,0.4395,0.3898,0.4093,2.1375,2.4703,2.6579,1.9907,1.7473
82,0.0315,0.021,0.4063,0.5037,0.4001,3.5881,2.487,3.4343,3.9087,2.0245
83,0.0338,0.0174,0.4537,0.4395,0.4117,1.9476,3.6265,1.9971,1.9934,7.4593
84,0.0325,0.0136,0.4219,0.4163,0.3667,2.9431,2.4476,2.4969,2.7019,1.9887
85,0.0303,0.0156,0.4176,0.4347,0.4019,2.392,2.0839,1.9238,2.0961,1.7545
86,0.0253,0.0121,0.4515,0.4198,0.4364,2.599,2.2532,2.2631,2.5362,1.7565
87,0.0245,0.0117,0.4257,0.3858,0.3816,2.795,2.2591,2.1459,1.841,2.2262
88,0.0401,0.0106,0.4211,0.4038,0.3758,3.3554,3.1394,3.3798,2.4842,2.5216
89,0.0282,0.012,0.3825,0.4059,0.4344,1.7106,4.3879,2.9875,3.4666,2.3612
90,0.0325,0.0128,0.4375,0.4547,0.4669,2.8852,5.1738,3.1025,2.6889,2.3596
91,0.0256,0.0173,0.3987,0.4099,0.3635,2.7074,2.5858,3.0903,2.5145,2.1927
92,0.0245,0.0106,0.3821,0.4059,0.398,1.8945,3.0107,3.504,6.45,4.2302
93,0.03,0.0105,0.3949,0.4037,0.4614,2.2688,3.7571,3.5196,2.5234,5.0831
94,0.0172,0.0079,0.3885,0.3737,0.393,3.3039,9.7721,2.4564,26.5613,3.238
95,0.022,0.01,0.4601,0.4048,0.3976,2.5165,2.4307,3.2791,2.2833,9.3969
96,0.0259,0.0119,0.443,0.4237,0.3571,3.5341,3.4993,3.706,5.278,5.4631
97,0.0234,0.0096,0.3846,0.3667,0.3665,4.4558,2.8688,3.8593,4.5446,1.8167
98,0.0196,0.0109,0.4422,0.4134,0.3885,2.7529,2.9644,2.3235,1.9664,12.6349
99,0.0195,0.0124,0.3949,0.3989,0.3977,2.8359,2.3498,2.8567,4.7703,3.6752
100,0.0226,0.0076,0.4108,0.4199,0.3887,1.8037,4.2253,2.982,2.3201,2.1914
101,0.0176,0.0081,0.4092,0.4106,0.3704,2.8095,3.2848,3.2953,3.4892,5.9049
102,0.0188,0.0082,0.3837,0.3931,0.3433,3.3553,2.8843,3.9009,6.2169,3.521
103,0.0219,0.0087,0.3934,0.4773,0.3867,4.017,2.3619,3.6859,4.2979,2.6232
104,0.0153,0.007,0.3972,0.3832,0.3727,4.1504,3.8909,3.393,2.162,2.5989
105,0.0144,0.006,0.3659,0.3831,0.3851,6.0358,2.6251,4.1023,3.1543,3.4557
106,0.0178,0.0086,0.423,0.4012,0.3788,4.5271,2.1464,3.0413,3.2055,2.3846
107,0.0187,0.0074,0.3998,0.44,0.3807,4.3351,2.3575,2.7171,6.6538,3.4673
108,0.0144,0.0125,0.4493,0.3704,0.3738,2.0574,3.0574,2.0603,1.5976,5.7141
109,0.0165,0.0085,0.4158,0.4378,0.3931,15.0295,2.9667,6.0311,2.5329,4.6191
110,0.0171,0.0068,0.3927,0.4308,0.3966,2.5177,3.9538,3.4766,1.8961,2.4394
111,0.0147,0.0055,0.4181,0.3956,0.3798,4.2566,3.3208,1.7474,3.0971,3.1664
112,0.0191,0.007,0.4114,0.418,0.3541,3.5533,2.8493,5.1222,3.5335,3.7943
113,0.017,0.0093,0.3756,0.4394,0.3593,4.7556,3.2296,3.37,6.75,2.3495
114,0.0152,0.0063,0.4113,0.3952,0.3905,2.6179,3.2879,5.4263,4.1789,5.117
115,0.0138,0.0077,0.4023,0.4197,0.3565,2.3354,2.9576,3.4486,3.5429,3.8765
116,0.0143,0.0048,0.4359,0.4112,0.3702,3.5699,3.9673,5.1812,4.8771,2.9867
117,0.0119,0.0065,0.3759,0.4826,0.4342,3.8598,2.0012,2.56,3.617,4.1811
118,0.0122,0.0061,0.3636,0.3517,0.405,3.2479,3.7741,4.1876,8.4102,10.8935
119,0.0091,0.0048,0.4173,0.4238,0.3787,3.3423,4.2565,2.8925,2.9126,8.0525
120,0.0124,0.0039,0.4542,0.3898,0.4505,9.7162,4.64,5.3834,2.9634,2.865
121,0.0143,0.0044,0.393,0.3693,0.3378,2.7753,3.0746,5.9769,3.9044,3.47
122,0.0078,0.0057,0.4303,0.4205,0.3946,9.7376,3.7432,3.2214,6.4291,2.1777
123,0.0078,0.0044,0.3661,0.3761,0.3824,3.2839,4.2574,3.6529,3.9017,5.1829
124,0.0106,0.0087,0.3845,0.3736,0.3752,2.9626,2.3882,3.7563,3.8501,7.6129
125,0.0115,0.004,0.3986,0.3636,0.362,4.4159,2.193,2.8265,7.494,3.6335
126,0.0112,0.0034,0.3849,0.3783,0.3771,2.9222,2.604,3.0931,4.7254,3.6699
127,0.0119,0.0046,0.3856,0.3995,0.3845,4.099,2.3723,2.7521,2.7027,5.7707
128,0.0055,0.0049,0.3917,0.3289,0.3804,2.8554,3.8855,2.7397,4.1312,6.3481
129,0.0106,0.0053,0.4267,0.3946,0.3915,4.885,4.8207,3.6073,2.2248,8.9294
130,0.0177,0.0045,0.3871,0.3914,0.3955,4.8839,2.546,6.7893,3.1634,5.1358
131,0.0115,0.0026,0.3838,0.3906,0.3846,4.4094,2.7387,3.7962,4.7122,2.5853
132,0.0092,0.008,0.4083,0.4242,0.3521,5.1106,2.3005,6.5068,3.4247,3.9056
133,0.0114,0.0027,0.3895,0.3678,0.366,3.7598,5.7291,2.3581,9.4028,5.5355
134,0.009,0.005,0.4083,0.3377,0.3783,2.7563,2.6703,19.9994,2.7126,4.3075
135,0.0103,0.0038,0.3773,0.3879,0.3948,2.447,6.1428,8.0858,3.4339,4.289
136,0.0096,0.0026,0.4104,0.4257,0.3922,4.0042,2.6021,6.83,5.5652,2.7255
137,0.0074,0.01,0.3906,0.3754,0.4271,4.5328,2.5935,3.7137,3.6647,3.5798
138,0.0084,0.0044,0.3836,0.3591,0.3578,4.4192,4.4891,3.5748,3.1463,4.9878
139,0.0114,0.0036,0.3765,0.3858,0.3656,4.0966,3.2241,3.8536,4.7525,2.923
140,0.008,0.003,0.397,0.3748,0.364,2.5677,2.9252,3.5481,2.877,3.9607
141,0.0078,0.0036,0.3974,0.4296,0.3602,4.3318,3.6147,4.1457,3.5831,3.562
142,0.0084,0.0043,0.4116,0.3769,0.3647,2.749,5.5491,4.6379,3.9649,3.9744
143,0.0131,0.0025,0.3647,0.4014,0.3485,3.3571,13.4965,3.2518,4.1408,3.0593
144,0.0078,0.0046,0.4428,0.3218,0.3777,5.8369,3.1929,2.9103,3.156,3.6902
145,0.0066,0.0051,0.4052,0.3289,0.3674,4.6552,4.0244,3.8114,6.4111,4.2458
146,0.0083,0.0047,0.3685,0.3873,0.3738,5.8643,3.1844,5.6167,4.5834,2.6679
147,0.0069,0.0047,0.3964,0.4188,0.3471,4.3869,5.8561,3.1951,2.8399,5.5142
148,0.0095,0.0039,0.4179,0.3848,0.4488,2.7946,13.1321,3.3035,3.4353,5.1833
149,0.0092,0.0041,0.428,0.3854,0.352,4.3854,2.3748,5.4779,5.5635,4.7494
150,0.0077,0.0044,0.4259,0.3871,0.3455,6.1944,4.2296,8.8039,4.7188,5.624
151,0.0075,0.0019,0.3747,0.4078,0.3758,4.1664,3.1399,3.0613,4.636,4.0619
152,0.0061,0.0039,0.4031,0.3738,0.3456,8.4973,3.3264,8.1627,5.5171,2.9067
153,0.009,0.0028,0.3623,0.3723,0.3459,4.7069,4.7696,3.0796,3.4653,4.384
154,0.0071,0.0049,0.3769,0.4286,0.3847,3.0964,3.7965,11.9241,4.0465,3.2398
155,0.0076,0.0025,0.3701,0.3219,0.3048,2.4013,5.4414,4.8009,13.9938,4.6827
156,0.0079,0.0027,0.3689,0.3744,0.3401,3.6148,3.7162,8.2532,2.9565,3.4926
157,0.0085,0.0055,0.3361,0.4169,0.3871,4.0514,3.6902,4.0923,5.7472,4.2355
158,0.0069,0.0045,0.3968,0.3821,0.368,3.6908,3.0551,5.4702,4.6912,4.9194
159,0.0061,0.0025,0.3896,0.4106,0.3498,5.8946,8.1704,3.94,3.302,2.8954
160,0.0063,0.0061,0.4127,0.3836,0.3913,3.3846,3.655,4.4895,4.8644,5.4595
161,0.0035,0.0022,0.3694,0.4115,0.3602,6.4805,4.3629,3.0771,5.0512,2.4744
162,0.0059,0.0045,0.3932,0.3429,0.3612,6.2441,5.0382,8.9736,4.8196,3.0565
163,0.0048,0.0024,0.3315,0.3916,0.3937,4.603,5.1028,6.7954,4.4651,4.2242
164,0.0067,0.0049,0.386,0.3569,0.3675,4.563,3.3712,6.2161,4.2338,8.0563
165,0.0052,0.0045,0.3674,0.3353,0.3747,3.5947,5.4936,2.2667,3.4441,8.6289
166,0.0051,0.0029,0.3614,0.3735,0.3848,5.7076,4.3548,3.9945,3.4641,3.2503
167,0.0042,0.0024,0.4065,0.3528,0.355,14.916,4.4033,3.9733,4.4314,5.7183
168,0.0039,0.003,0.3541,0.3593,0.3622,4.7025,3.3333,3.941,3.3102,6.3987
169,0.0065,0.0027,0.3466,0.3308,0.3495,6.4927,3.8686,5.1947,3.6838,5.5893
170,0.0056,0.0012,0.3757,0.4148,0.3867,4.2321,6.3599,10.3751,3.6497,3.3982
171,0.0067,0.0026,0.399,0.3706,0.3676,8.405,8.7065,5.1113,5.4658,3.2232
172,0.0082,0.0014,0.4109,0.4059,0.3575,5.0266,3.1643,4.0227,4.0205,6.8483
173,0.0051,0.0025,0.3791,0.4189,0.3388,3.4706,4.0031,4.1705,4.767,3.5875
174,0.0069,0.0026,0.3799,0.3627,0.3515,4.2504,2.5414,5.6016,16.0132,6.1474
175,0.0081,0.0027,0.3827,0.3872,0.3634,3.7262,5.6903,3.9464,5.1212,12.579
176,0.0051,0.0036,0.3748,0.3543,0.3983,6.3669,6.7066,5.518,4.4677,6.2158
177,0.006,0.003,0.3923,0.3987,0.3255,2.9849,4.7746,4.21,3.4522,4.1731
178,0.0045,0.0035,0.4152,0.3584,0.4089,5.0942,4.0343,5.1855,2.9153,3.3312
179,0.0046,0.0019,0.3534,0.3146,0.3481,10.9721,4.0036,3.2322,5.3615,3.1653
180,0.0063,0.0034,0.4061,0.3238,0.352,2.8536,4.3778,4.8528,2.5256,5.382
181,0.0077,0.0019,0.4146,0.3512,0.3311,5.1595,2.7248,6.518,5.6711,4.8967
182,0.0027,0.0017,0.3606,0.3504,0.3912,4.595,11.5683,4.5821,3.9335,6.4294
183,0.0048,0.0014,0.3841,0.3623,0.3443,3.4937,4.2435,3.6666,2.6517,4.1806
184,0.0027,0.0027,0.3763,0.3207,0.3437,6.11,6.4607,3.6288,7.5156,3.4162
185,0.0051,0.0019,0.4107,0.3634,0.3804,5.815,7.7321,6.6596,4.8176,3.408
186,0.0064,0.0025,0.4008,0.3514,0.3475,3.279,5.7839,5.462,2.7745,3.5766
187,0.0059,0.0016,0.3763,0.3888,0.3,5.6916,6.0352,6.0169,4.409,4.4413
188,0.0067,0.0032,0.4083,0.3954,0.3898,4.6762,4.7013,4.8535,6.4738,3.2122
189,0.0064,0.0038,0.3483,0.4032,0.4008,4.437,3.2062,3.6561,9.6282,4.2314
190,0.004,0.0018,0.4008,0.3735,0.3149,3.8891,3.377,3.969,3.9237,2.7904
191,0.0069,0.0013,0.38,0.3658,0.3812,5.3886,13.9702,4.5663,8.5732,3.4302
192,0.0086,0.0018,0.3666,0.3957,0.3793,3.8235,5.3516,2.8513,5.2288,4.8582
193,0.0048,0.0027,0.3787,0.3563,0.298,5.7107,6.1215,3.4283,5.9324,3.519
194,0.0031,0.0034,0.407,0.3873,0.3607,5.1167,7.1493,5.9981,3.6525,10.4899
195,0.0049,0.002,0.3858,0.383,0.3368,6.8297,3.155,5.2285,2.6128,3.5876
196,0.004,0.0014,0.4046,0.3502,0.3395,6.5263,4.6608,12.2446,3.3228,4.478
197,0.0028,0.0026,0.372,0.3306,0.357,4.5787,5.5053,4.6889,3.5836,4.194
198,0.0037,0.0023,0.4094,0.397,0.3069,10.8789,4.9517,4.4872,3.4896,2.6048
199,0.0057,0.0055,0.3486,0.3505,0.3305,6.9941,4.2409,3.057,6.3795,14.984
200,0.0054,0.0017,0.4428,0.3307,0.3355,4.9258,4.0976,5.0307,4.8844,2.7711
